"lat","long","year","pop1","citystate","rob_per100k"
42.1,-75.91,1987,53067,"Binghamton NY",50.8790773927299
42.04,-87.74,1978,66822,"Skokie IL",50.8814462302834
37.76,-87.12,1977,55000,"Owensboro KY",50.9090909090909
35.78,-78.8,2007,113921,"Cary NC",50.9124744340376
42.33,-83.27,2002,58921,"Dearborn Heights MI",50.9156327964563
35.23,-97.34,2008,108016,"Norman OK",50.9183824618575
36.07,-94.16,2005,64809,"Fayetteville AR",50.9188538628894
33.05,-96.75,1998,210109,"Plano TX",50.9259479603444
32.79,-96.77,1962,722591,"Dallas TX",50.9278416144126
42.49,-83.38,1983,56922,"Farmington Hills MI",50.9469098064017
26.28,-80.18,2007,51033,"Coconut Creek FL",50.94742617522
33.5,-117.13,2003,74567,"Temecula CA",50.9608808185927
40.03,-105.25,2009,100035,"Boulder CO",50.9821562453141
47.5,-111.29,2006,56878,"Great Falls MT",50.9863216006189
42.03,-88.08,1990,68586,"Schaumburg IL",51.0308226168606
47.5,-111.29,1992,56815,"Great Falls MT",51.0428584000704
40.81,-74.19,1971,52884,"Bloomfield NJ",51.0551395507148
27.91,-82.78,1981,64635,"Largo FL",51.0559294499884
46.88,-96.82,1977,58750,"Fargo ND",51.063829787234
45.79,-108.54,2005,97898,"Billings MT",51.0735663649921
42.32,-71.14,2010,58732,"Brookline MA",51.0794796703671
42.32,-71.14,1997,56774,"Brookline MA",51.0797195899531
39.71,-104.73,1968,41111,"Aurora CO",51.0812191384301
36.13,-95.92,1960,258271,"Tulsa OK",51.1091063263007
42.73,-73.68,1969,62611,"Troy NY",51.1092300075067
35.23,-97.34,1977,62609,"Norman OK",51.1108626555288
34.18,-118.25,1967,136934,"Glendale CA",51.1195174317554
37.37,-121.97,1968,84100,"Santa Clara CA",51.1296076099881
32.68,-114.62,2001,80185,"Yuma AZ",51.1317578100642
44.82,-93.16,2004,64532,"Eagan MN",51.1374201946321
33.81,-117.82,1968,74300,"Orange CA",51.1440107671602
32.2,-110.89,1965,262000,"Tucson AZ",51.1450381679389
42.28,-83.73,1966,76249,"Ann Arbor MI",51.1482117798266
38.92,-94.38,2007,82075,"Lee's Summit MO",51.1727078891258
37.53,-122,1983,140656,"Fremont CA",51.1887157319986
32.81,-117.14,1966,670000,"San Diego CA",51.1940298507463
45.48,-122.82,2005,83979,"Beaverton OR",51.2032770097286
35.23,-97.34,1990,80071,"Norman OK",51.2045559565885
31.45,-100.45,1981,76162,"San Angelo TX",51.2066384811323
33.67,-117.91,1966,66396,"Costa Mesa CA",51.2079040906079
41.77,-71.48,2004,82018,"Cranston RI",51.2082713550684
43.61,-116.23,1984,107382,"Boise ID",51.2190124974391
35.2,-101.82,1965,122994,"Amarillo TX",51.2220108297966
39.78,-89.64,1962,81962,"Springfield IL",51.2432590712769
33.53,-86.8,1962,347339,"Birmingham AL",51.2467646881001
42.32,-83.38,1968,80000,"Westland MI",51.25
47.6,-122.16,2007,118984,"Bellevue WA",51.2673972971156
44.05,-122.98,2006,56553,"Springfield OR",51.2793308931445
37.9,-122.04,1995,62342,"Walnut Creek CA",51.3297616374194
34.41,-118.51,2001,153896,"Santa Clarita CA",51.3333679887716
36.13,-95.92,1962,282359,"Tulsa OK",51.3530647154863
34.26,-118.75,2007,122677,"Simi Valley CA",51.3543696047344
42.08,-71.03,1966,75893,"Brockton MA",51.3881385635039
42.08,-71.03,1965,75893,"Brockton MA",51.3881385635039
29.46,-98.51,1964,659430,"San Antonio TX",51.4080342113644
41.4,-73.47,2008,79753,"Danbury CT",51.4087244366983
35.46,-97.37,1974,54465,"Midwest City OK",51.4091618470577
38.78,-90.61,1999,50572,"Saint Peters MO",51.4118484536898
42.03,-88.08,1987,60296,"Schaumburg IL",51.4130290566538
38.89,-94.81,1987,52511,"Olathe KS",51.4177981756203
37.3,-121.85,1960,204196,"San Jose CA",51.4211835687281
42.53,-70.97,2009,52483,"Peabody MA",51.4452298839624
37.3,-121.85,1966,359602,"San Jose CA",51.4457650402389
42.49,-83.38,1992,75789,"Farmington Hills MI",51.4586549499268
32.03,-102.1,2001,97152,"Midland TX",51.465744400527
43.06,-88.03,1976,56344,"Wauwatosa WI",51.4695442283118
39.82,-105.11,2005,101015,"Arvada CO",51.477503341088
26.27,-80.26,1994,89313,"Coral Springs FL",51.5042602980529
42.91,-78.75,1984,93178,"Cheektowaga NY",51.5143059520488
44.01,-92.48,2003,91230,"Rochester MN",51.5181409624027
46.2,-119.17,2009,64009,"Kennewick WA",51.5552500429627
40.17,-105.11,1992,54302,"Longmont CO",51.5634783249236
33.69,-118.01,2003,195832,"Huntington Beach CA",51.5748192328118
41.8,-71.36,1991,50406,"East Providence RI",51.5811609729001
29.67,-82.34,1967,62000,"Gainesville FL",51.6129032258065
42.21,-70.95,2001,54245,"Weymouth MA",51.6176606138815
36.08,-79.83,1966,131711,"Greensboro NC",51.628185952578
33.69,-112.24,1999,89093,"Peoria AZ",51.6314413029082
38.82,-77.09,1960,91023,"Alexandria VA",51.6353009678872
39.78,-89.64,1961,83271,"Springfield IL",51.6386256920176
47.5,-111.29,2007,56159,"Great Falls MT",51.6390961377517
42.31,-71.44,1982,65823,"Framingham MA",51.653677286055
38.91,-94.68,1982,83224,"Overland Park KS",51.6677881380371
27.99,-80.66,1989,56097,"Palm Bay FL",51.6961691356044
40.42,-104.74,1981,54128,"Greeley CO",51.7292344073308
42.18,-72.57,1984,56055,"Chicopee MA",51.7349032200517
37.4,-79.19,1978,69570,"Lynchburg VA",51.7464424320828
41.59,-81.52,1984,57973,"Euclid OH",51.7482276232039
33.88,-117.85,2006,50243,"Placentia CA",51.7485022789244
40.48,-79.83,1989,54090,"Penn Hills PA",51.7655758920318
30.6,-96.31,2005,73373,"College Station TX",51.7901680454663
37.28,-79.96,1966,102321,"Roanoke VA",51.7977736730485
35.23,-97.34,1998,92668,"Norman OK",51.7978158587646
40.53,-74.37,1974,69487,"Edison NJ",51.8082519032337
40.71,-74.06,1962,274047,"Jersey City NJ",51.8159293843757
42.1,-75.91,1977,57886,"Binghamton NY",51.8260028331548
42.04,-87.74,1977,67529,"Skokie IL",51.8295843267337
42.49,-83.38,1991,75235,"Farmington Hills MI",51.8375755964644
32.33,-95.3,1972,59800,"Tyler TX",51.8394648829431
42.5,-90.69,1976,61728,"Dubuque IA",51.8403317781234
36.82,-119.7,2007,92592,"Clovis CA",51.8403317781234
44.92,-123.02,1968,63656,"Salem OR",51.8411461606133
30.09,-94.14,1968,135000,"Beaumont TX",51.8518518518518
37.56,-122.31,1965,81000,"San Mateo CA",51.8518518518518
37.56,-122.31,1966,81000,"San Mateo CA",51.8518518518518
40.48,-79.83,1982,57856,"Penn Hills PA",51.8528761061947
41.37,-72.89,2002,57831,"Hamden CT",51.8752917985164
37.63,-122.1,1965,88674,"Hayward CA",51.8754088007759
44.08,-103.23,2001,59746,"Rapid City SD",51.8863187493723
34.05,-118.13,1965,50100,"Monterey Park CA",51.8962075848303
37.71,-122.15,1965,71290,"San Leandro CA",51.9006873334269
43.01,-88.03,1975,69347,"West Allis WI",51.9128441028451
36.07,-94.16,2006,67416,"Fayetteville AR",51.9164590008307
32.2,-110.89,1966,236877,"Tucson AZ",51.9256829493788
44.57,-123.28,2001,50064,"Corvallis OR",51.9335250878875
46.87,-114.01,2006,63526,"Missoula MT",51.9472342033183
38.95,-92.33,1973,65449,"Columbia MO",51.9488456660912
39.89,-104.96,2009,117415,"Thornton CO",51.9524762594217
26.75,-80.13,1965,63489,"West Palm Beach FL",51.9775079147569
41.72,-87.75,1989,57687,"Oak Lawn IL",52.0047844401685
41.96,-70.67,2003,53836,"Plymouth MA",52.009807563712
42.04,-87.74,1987,59604,"Skokie IL",52.0099322193141
31.85,-106.44,1965,315000,"El Paso TX",52.0634920634921
45.79,-108.54,1965,55700,"Billings MT",52.064631956912
40.6,-111.99,2010,103712,"West Jordan UT",52.0672631903733
41.38,-81.73,1984,90258,"Parma OH",52.0729464424206
42.5,-96.39,2009,82573,"Sioux City IA",52.0751335182202
41.38,-81.73,1986,90225,"Parma OH",52.0919922416182
33.74,-117.88,1962,117055,"Santa Ana CA",52.1122549228995
26.27,-80.26,1999,113207,"Coral Springs FL",52.1169185651064
43.61,-116.23,1986,107434,"Boise ID",52.1250255971108
32.86,-97.22,2000,55635,"North Richland Hills TX",52.1254605913544
44.82,-91.49,1980,49867,"Eau Claire WI",52.1386889125073
27.71,-97.29,1962,176436,"Corpus Christi TX",52.1435534698134
42.73,-73.68,1965,67106,"Troy NY",52.1562900485799
38.35,-81.63,1965,84355,"Charleston WV",52.1605121213917
42.33,-71.21,1982,84355,"Newton MA",52.1605121213917
35.78,-78.8,1994,53655,"Cary NC",52.1852576647097
41.51,-81.56,1993,53644,"Cleveland Heights OH",52.1959585414958
37.69,-121.76,2001,74708,"Livermore CA",52.2032446324356
43.54,-96.73,1994,107258,"Sioux Falls SD",52.2105577206362
33.12,-117.29,2008,97670,"Carlsbad CA",52.2166478959762
41.04,-73.59,1981,59364,"Greenwich CT",52.2202007950947
42.26,-71.01,1999,86146,"Quincy MA",52.2369001462633
34.19,-118.33,1963,93800,"Burbank CA",52.2388059701493
27.91,-82.78,1984,63164,"Largo FL",52.2449496548667
40.09,-85.69,1970,70787,"Anderson IN",52.2694845098676
41.68,-72.79,1977,80346,"New Britain CT",52.2739153162572
42.5,-96.39,2004,84172,"Sioux City IA",52.2739153162572
30.45,-91.13,1962,154950,"Baton Rouge LA",52.2749273959342
42.03,-87.9,1979,57383,"Des Plaines IL",52.280292072565
44.07,-121.31,2002,53551,"Bend OR",52.2866052921514
33.69,-118.01,2007,195067,"Huntington Beach CA",52.2897260941113
33.05,-96.75,2000,219890,"Plano TX",52.2988767110828
42.5,-96.39,1977,87940,"Sioux City IA",52.3083920855128
44.01,-92.48,1976,59260,"Rochester MN",52.3118461019237
39.04,-95.69,1963,122332,"Topeka KS",52.3166465029592
33.05,-96.75,2009,269486,"Plano TX",52.3218274789785
41.48,-81.8,1967,72620,"Lakewood OH",52.3271825943266
45.79,-108.54,2008,103196,"Billings MT",52.3276095972712
37.69,-121.76,1984,51565,"Livermore CA",52.3610976437506
28.04,-81.96,1966,53473,"Lakeland FL",52.3628747218222
47.92,-97.07,2009,51553,"Grand Forks ND",52.3732857447675
40.66,-74.11,1974,72537,"Bayonne NJ",52.3870576395495
42.73,-73.68,1968,62984,"Troy NY",52.3942588593929
42.58,-83.03,1973,72500,"Sterling Heights MI",52.4137931034483
42.42,-71.11,1992,57230,"Medford MA",52.4200594094007
42.04,-87.74,1988,59125,"Skokie IL",52.431289640592
37.37,-121.97,1970,87717,"Santa Clara CA",52.4413739639979
41.7,-88.08,2009,70531,"Bolingbrook IL",52.4592023365612
41.68,-72.94,2009,60998,"Bristol CT",52.4607364175875
42.28,-83.73,2009,114367,"Ann Arbor MI",52.4626859146432
34.04,-80.89,1965,101000,"Columbia SC",52.4752475247525
40.51,-78.4,1988,53320,"Altoona PA",52.5131282820705
42.49,-82.89,1998,64740,"Saint Clair Shores MI",52.5177633611369
29.7,-98.12,2010,47586,"New Braunfels TX",52.5364603034506
33.69,-112.24,2004,131121,"Peoria AZ",52.6231496099023
42.7,-71.16,1971,68374,"Lawrence MA",52.6515927106795
34.19,-118.87,1987,98714,"Thousand Oaks CA",52.6774317725956
41.23,-73.06,2002,53149,"Milford CT",52.682082447459
36.07,-94.16,2002,58843,"Fayetteville AR",52.6825620719542
29.66,-95.15,1972,94900,"Pasadena TX",52.6870389884089
41.77,-71.48,2003,81601,"Cranston RI",52.6954326540116
34.19,-118.87,1990,104352,"Thousand Oaks CA",52.70622508433
40.66,-74.11,1972,73983,"Bayonne NJ",52.7148128624143
32.69,-97.02,1971,49321,"Grand Prairie TX",52.715881673121
38.95,-92.33,1970,58804,"Columbia MO",52.717502210734
40.81,-74.19,1972,53111,"Bloomfield NJ",52.719775564384
30.68,-88.09,1962,212437,"Mobile AL",52.7215127308331
40.6,-75.48,1969,113800,"Allentown PA",52.7240773286468
34.76,-77.4,2010,70145,"Jacksonville NC",52.7478793926866
33.12,-117.29,1999,75827,"Carlsbad CA",52.7516583802603
46.2,-119.17,2010,73917,"Kennewick WA",52.7618815698689
34.19,-118.87,1989,104217,"Thousand Oaks CA",52.7744993619083
31.57,-97.18,1965,106092,"Waco TX",52.7843758247559
37.76,-87.12,1983,54910,"Owensboro KY",52.8136951374977
42.04,-88.29,1964,49210,"Elgin IL",52.8347896768949
40.71,-74.06,1963,268592,"Jersey City NJ",52.8682909394174
33.71,-117.95,2005,56726,"Fountain Valley CA",52.8858019250432
34.19,-118.87,1995,111539,"Thousand Oaks CA",52.8962963627072
42.42,-71.11,1972,64268,"Medford MA",52.9034667330553
41.68,-72.94,2010,60477,"Bristol CT",52.912677546836
40.42,-104.74,2007,90707,"Greeley CO",52.917635904616
34.04,-84.36,2001,81248,"Roswell GA",52.9243796770382
43.01,-88.03,1987,64235,"West Allis WI",52.9306452868374
42.45,-73.26,1984,51007,"Pittsfield MA",52.9339110318192
38.3,-122.3,1986,56653,"Napa CA",52.9539477168023
42.18,-72.57,1975,66082,"Chicopee MA",52.9644986531885
42.33,-71.21,1975,88731,"Newton MA",52.9690863396107
42.68,-89.02,1980,50969,"Janesville WI",52.973375973631
37.2,-93.29,1971,120800,"Springfield MO",52.9801324503311
46.78,-92.12,1974,100000,"Duluth MN",53
47.6,-122.16,2001,111314,"Bellevue WA",53.0032161273515
41.77,-72.68,1960,162178,"Hartford CT",53.0281542502682
34.26,-118.75,1995,107486,"Simi Valley CA",53.0301620676181
39.71,-104.73,1963,35820,"Aurora CO",53.0429927414852
42.4,-83.37,1977,115000,"Livonia MI",53.0434782608696
36.13,-95.92,1961,258271,"Tulsa OK",53.045057323509
47.5,-111.29,1999,56544,"Great Falls MT",53.0560271646859
38.24,-122.63,2009,54649,"Petaluma CA",53.065929843181
42.39,-71.24,1973,60300,"Waltham MA",53.0679933665008
37.53,-122,2000,203413,"Fremont CA",53.0939517140006
34.19,-118.33,1962,92226,"Burbank CA",53.1303536963546
38.96,-95.26,2002,80916,"Lawrence KS",53.1415294873696
30.45,-91.13,1960,152419,"Baton Rouge LA",53.142980861966
35.2,-101.82,1961,112866,"Amarillo TX",53.1603848811865
47.6,-122.16,1984,75232,"Bellevue WA",53.1688643130583
43.75,-87.73,1995,50774,"Sheboygan WI",53.1768227833143
46.2,-119.17,2006,62045,"Kennewick WA",53.1872028366508
35.67,-97.41,1996,62031,"Edmond OK",53.1992068481888
44.07,-121.31,2007,75185,"Bend OR",53.2021014830086
39.02,-94.8,2005,56367,"Shawnee KS",53.2226302623876
40.57,-111.85,1981,52597,"Sandy UT",53.2349753788239
38.24,-122.63,2008,54454,"Petaluma CA",53.2559591581886
32.03,-102.1,1986,101362,"Midland TX",53.2744026360964
40.48,-86.13,1976,52556,"Kokomo IN",53.276505061268
42.51,-83.15,2000,60062,"Royal Oak MI",53.2782791115847
42.74,-84.48,1990,50677,"East Lansing MI",53.2786076523867
30.52,-97.67,2000,60060,"Round Rock TX",53.2800532800533
45.79,-108.54,2007,101342,"Billings MT",53.2849164216218
38.89,-94.81,1991,63797,"Olathe KS",53.2940420395943
44.05,-122.98,2002,54411,"Springfield OR",53.2980463509217
31.45,-100.45,1980,73141,"San Angelo TX",53.3216663704352
42.08,-71.03,1969,90000,"Brockton MA",53.3333333333333
42.58,-83.14,1977,60000,"Troy MI",53.3333333333333
32.86,-96.97,1967,73101,"Irving TX",53.3508433537161
43.21,-77.57,1982,58086,"Irondequoit NY",53.3691423062356
26.75,-80.13,1960,56208,"West Palm Beach FL",53.3731853116994
41.56,-90.6,1965,91800,"Davenport IA",53.3769063180828
43.61,-116.23,1972,84305,"Boise ID",53.3776169859439
31.58,-84.18,1968,71187,"Albany GA",53.3805329624791
46.88,-96.82,1981,61803,"Fargo ND",53.3954662395029
42.32,-71.14,1967,54300,"Brookline MA",53.4069981583794
45.17,-93.31,2008,61776,"Coon Rapids MN",53.4188034188034
42.83,-106.33,1982,54277,"Casper WY",53.4296294931555
38.3,-122.3,1988,58018,"Napa CA",53.4316936123272
33.05,-117.26,2000,58014,"Encinitas CA",53.4353776674596
32.03,-102.1,1999,101055,"Midland TX",53.4362475879472
33.69,-112.24,1998,80417,"Peoria AZ",53.4712809480582
41.84,-87.79,1961,54224,"Berwyn IL",53.4818530539982
39.17,-86.52,1998,67300,"Bloomington IN",53.4918276374443
32.03,-102.1,1977,65421,"Midland TX",53.4996407881261
42.58,-83.14,1990,72884,"Troy MI",53.5096866253224
41.51,-81.56,1989,54192,"Cleveland Heights OH",53.5134337171538
35.23,-97.34,1995,87825,"Norman OK",53.5155138058639
42.32,-71.14,1999,54157,"Brookline MA",53.5480178000997
32.2,-110.89,1960,212892,"Tucson AZ",53.5482780001127
37.69,-97.34,1964,270779,"Wichita KS",53.5492043326846
44.76,-93.28,2005,59755,"Burnsville MN",53.5520040164003
42.34,-122.85,2003,65352,"Medford OR",53.5561268209083
34.41,-118.51,1997,126969,"Santa Clarita CA",53.556379903756
41.13,-73.26,1997,54144,"Fairfield CT",53.5608747044917
31.87,-102.35,1970,78380,"Odessa TX",53.5850982393468
44.92,-123.02,1967,61573,"Salem OR",53.5949198512335
42.68,-89.02,2004,61555,"Janesville WI",53.6105921533588
41.77,-71.48,1987,74595,"Cranston RI",53.6228969770092
44.83,-93.32,1988,87639,"Bloomington MN",53.6290920708817
31.45,-100.45,2010,93200,"San Angelo TX",53.6480686695279
32.86,-116.98,1997,55897,"Santee CA",53.6701432992826
30.6,-96.31,1996,59610,"College Station TX",53.6822680758262
44.08,-103.23,1965,52149,"Rapid City SD",53.6923047421811
44.76,-93.28,2002,61447,"Burnsville MN",53.7048187869221
40.42,-104.74,1989,57708,"Greeley CO",53.7187218409926
33.69,-112.24,2009,163731,"Peoria AZ",53.7466942729233
42.53,-70.97,2005,50231,"Peabody MA",53.7516672970875
42.1,-75.91,1969,66965,"Binghamton NY",53.7594265661166
33.69,-112.24,2006,143208,"Peoria AZ",53.7679459248087
42.51,-83.15,1995,68812,"Royal Oak MI",53.7696913329071
42.51,-82.94,1961,50195,"Roseville MI",53.790218149218
42.03,-87.9,1977,57631,"Des Plaines IL",53.7904946990335
36.13,-95.92,1963,299280,"Tulsa OK",53.7957765303395
42.13,-80.09,1964,135686,"Erie PA",53.8006868800024
39.7,-84.15,2001,57605,"Kettering OH",53.8147730231751
42.1,-75.91,1980,55745,"Binghamton NY",53.8164857834783
42.31,-71.44,2003,66885,"Framingham MA",53.8237272931151
35.98,-80,1970,63154,"High Point NC",53.8366532602844
42.5,-96.39,1983,81725,"Sioux City IA",53.8390945243194
41.77,-71.48,1974,76151,"Cranston RI",53.8403960552061
40.66,-74.11,1976,72433,"Bayonne NJ",53.8428616790689
37.71,-122.15,1962,70560,"San Leandro CA",53.8548752834467
34.6,-98.42,1964,68669,"Lawton OK",53.8816642152937
46.87,-114.01,2010,66788,"Missoula MT",53.9018985446487
35.82,-78.66,1966,105722,"Raleigh NC",53.9149845822062
33.69,-112.24,1993,57476,"Peoria AZ",53.9355557102095
42.53,-70.97,1972,51900,"Peabody MA",53.9499036608863
40.17,-105.11,1986,50023,"Longmont CO",53.9751714211463
40.57,-111.85,2004,90746,"Sandy UT",53.9968703854715
42.73,-73.68,1964,66666,"Troy NY",54.0005400054001
41.51,-81.56,1994,53697,"Cleveland Heights OH",54.0067415311842
42.03,-87.9,1975,57400,"Des Plaines IL",54.006968641115
33.74,-117.88,1963,125893,"Santa Ana CA",54.0141231045412
43.06,-88.03,1977,55539,"Wauwatosa WI",54.0160967968455
39.47,-87.38,1988,57362,"Terre Haute IN",54.042746068826
34,-117.81,2001,57333,"Diamond Bar CA",54.0700818028012
41.23,-111.97,1968,79487,"Ogden UT",54.0968963478305
34.26,-118.75,1988,94271,"Simi Valley CA",54.0993518685492
35.78,-78.8,1998,79477,"Cary NC",54.1037029580885
42.31,-83.21,1962,114589,"Dearborn MI",54.1064151009259
31.45,-100.45,2002,92375,"San Angelo TX",54.127198917456
42.18,-72.57,1983,55420,"Chicopee MA",54.1320822807651
42.32,-71.14,2009,55400,"Brookline MA",54.1516245487365
33.66,-117.8,1991,112628,"Irvine CA",54.1605994956849
31.45,-100.45,2001,90446,"San Angelo TX",54.175972403423
45.79,-108.54,1999,92269,"Billings MT",54.1893810488897
41.77,-88.29,1963,64579,"Aurora IL",54.1971848433701
42.84,-78.75,1982,51649,"West Seneca NY",54.2120854227575
42.74,-84.48,1972,51647,"East Lansing MI",54.2141847541968
41.13,-73.26,1991,53481,"Fairfield CT",54.2248649052935
41.72,-87.75,1982,60852,"Oak Lawn IL",54.2299349240781
42.42,-71.11,1994,57155,"Medford MA",54.2384743242061
46.78,-92.12,1976,97696,"Duluth MN",54.2499181133311
44.08,-103.23,1999,57120,"Rapid City SD",54.2717086834734
41.13,-73.26,1994,53418,"Fairfield CT",54.2888165038002
41.7,-88.08,2010,71795,"Bolingbrook IL",54.3213315690508
44.01,-92.48,2010,106769,"Rochester MN",54.3228839831786
32.77,-96.6,1996,117795,"Mesquite TX",54.3316779150219
42.75,-71.49,2010,86494,"Nashua NH",54.3390292968298
36.82,-119.7,2008,93848,"Clovis CA",54.3431932486574
27.91,-82.78,1982,66224,"Largo FL",54.3609567528388
31.45,-100.45,2007,88285,"San Angelo TX",54.3693719204848
38.68,-121.15,2006,66202,"Folsom CA",54.3790217818193
41.77,-71.48,2002,80887,"Cranston RI",54.3968746522927
42.39,-71.1,1965,86332,"Somerville MA",54.4409952277255
41.38,-81.73,1976,97328,"Parma OH",54.4550386322538
39.7,-84.15,1990,60569,"Kettering OH",54.4833165480691
43.21,-77.57,1979,56894,"Irondequoit NY",54.4872921573452
32.51,-84.87,1968,143126,"Columbus GA",54.4974358257759
33.69,-111.87,2005,229339,"Scottsdale AZ",54.5044671861306
37.4,-122.08,1969,53200,"Mountain View CA",54.5112781954887
42.42,-71.11,1983,58697,"Medford MA",54.5172666405438
42.13,-80.09,1966,139400,"Erie PA",54.519368723099
41.77,-71.48,1976,78868,"Cranston RI",54.5214789268144
41.17,-81.52,1994,56846,"Cuyahoga Falls OH",54.5333004960771
47.5,-111.29,2001,56831,"Great Falls MT",54.5476940402245
37.08,-76.51,1961,113662,"Newport News VA",54.5476940402245
33.58,-101.88,1966,161241,"Lubbock TX",54.5766895516649
37.63,-122.1,1966,93400,"Hayward CA",54.6038543897216
42.31,-71.44,1993,65919,"Framingham MA",54.6124789514404
35.82,-78.66,1965,108000,"Raleigh NC",54.6296296296296
27.53,-99.49,1979,84202,"Laredo TX",54.6305313412983
42.5,-90.69,1982,62226,"Dubuque IA",54.6395397422299
27.91,-82.78,1978,54891,"Largo FL",54.6537683773296
34.15,-117.84,2002,51230,"Glendora CA",54.6554753074371
37.69,-121.76,1985,53059,"Livermore CA",54.6561375073032
30.68,-88.09,1965,241508,"Mobile AL",54.6565745234112
36.18,-94.15,2007,60375,"Springdale AR",54.6583850931677
46.2,-119.17,2003,58545,"Kennewick WA",54.6588094628064
41.72,-87.75,2009,53028,"Oak Lawn IL",54.6880893113072
26.27,-80.26,2003,127974,"Coral Springs FL",54.6986106552894
31.29,-92.46,1988,51189,"Alexandria LA",54.6992517923773
33.5,-117.13,2008,98663,"Temecula CA",54.731763680407
34.08,-118.13,1961,54807,"Alhambra CA",54.7375335267393
32.47,-93.8,1966,158930,"Shreveport LA",54.7410809790474
47.6,-122.16,2000,109569,"Bellevue WA",54.7600142376037
42.75,-71.49,2006,87651,"Nashua NH",54.7626381900948
32.68,-114.62,2004,83989,"Yuma AZ",54.7690769029278
40.28,-76.88,1965,78500,"Harrisburg PA",54.7770700636943
41.68,-72.79,1969,85800,"New Britain CT",54.7785547785548
40.66,-74.11,1977,69343,"Bayonne NJ",54.8000519158387
33.05,-117.26,2008,60211,"Encinitas CA",54.8072611316869
40.56,-105.07,1987,74805,"Fort Collins CO",54.8091705099926
26.28,-80.18,2010,52909,"Coconut Creek FL",54.8110907407057
33.05,-96.75,2008,262621,"Plano TX",54.8318679770468
38.27,-104.62,1961,91181,"Pueblo CO",54.8359855671686
39.17,-86.52,2004,71120,"Bloomington IN",54.8368953880765
40.53,-74.37,1969,67471,"Edison NJ",54.8383750055579
37.43,-121.89,2004,63809,"Milpitas CA",54.8511965396731
34.19,-118.87,1994,109386,"Thousand Oaks CA",54.8516263507213
40.53,-74.37,1975,69273,"Edison NJ",54.8554270783711
40.17,-105.11,1991,52847,"Longmont CO",54.8753950082313
42.05,-87.69,1967,82000,"Evanston IL",54.8780487804878
42.58,-83.03,1974,72837,"Sterling Heights MI",54.9171437593531
39.09,-94.35,1976,120176,"Independence MO",54.9194514711756
39.76,-94.82,1984,76466,"Saint Joseph MO",54.9263725054272
39.82,-105.11,1986,91021,"Arvada CO",54.9323782423836
34.41,-118.51,2000,151088,"Santa Clarita CA",54.9348723922482
38.79,-90.52,1994,58233,"Saint Charles MO",54.9516597118472
33.71,-117.95,2004,56390,"Fountain Valley CA",54.9742862209612
38.3,-122.3,1987,58195,"Napa CA",54.9875418850417
30.22,-92.03,1976,85473,"Lafayette LA",54.9881249049407
41.48,-81.8,1976,69103,"Lakewood OH",54.9903766840803
42.32,-71.14,2008,54527,"Brookline MA",55.0186146312836
37.53,-122,1971,101776,"Fremont CA",55.022795157994
42.51,-83.15,2006,58154,"Royal Oak MI",55.0263094542078
32.45,-99.74,1974,92656,"Abilene TX",55.0423070281471
41.23,-73.06,2009,56310,"Milford CT",55.0523885633102
35.11,-90.01,1960,497524,"Memphis TN",55.0727201099846
42.74,-84.48,1996,50840,"East Lansing MI",55.0747442958301
40.17,-105.11,1997,59910,"Longmont CO",55.0826239359039
34.19,-118.87,1981,79878,"Thousand Oaks CA",55.0840031047347
42.58,-83.03,1987,112507,"Sterling Heights MI",55.1076821886638
33.69,-112.24,1996,76214,"Peoria AZ",55.1079854095048
38.96,-95.26,1989,59877,"Lawrence KS",55.1129816123052
44.08,-103.23,1987,52614,"Rapid City SD",55.1184095487893
33.61,-117.87,2008,79821,"Newport Beach CA",55.1233384698262
33.97,-118.02,1965,70729,"Whittier CA",55.1400415671083
38.91,-94.68,1988,101505,"Overland Park KS",55.169696074085
34.12,-117.66,2009,72461,"Upland CA",55.2021087205531
40.53,-74.37,1985,74261,"Edison NJ",55.2106758594686
33.42,-111.74,1971,65200,"Mesa AZ",55.2147239263804
42.91,-78.75,1978,97799,"Cheektowaga NY",55.2152884998824
41.72,-87.75,1988,57941,"Oak Lawn IL",55.2285946048567
35.98,-80,1971,63347,"High Point NC",55.2512352597597
34.26,-118.75,1979,75973,"Simi Valley CA",55.2827978360733
43.01,-88.03,1973,72342,"West Allis WI",55.2929142130436
42.7,-71.16,1970,66915,"Lawrence MA",55.2940297392214
43.21,-77.57,1981,57872,"Irondequoit NY",55.2944429084877
41.51,-81.56,1967,61451,"Cleveland Heights OH",55.3286358236644
45.48,-122.82,2004,81311,"Beaverton OR",55.3430655138911
37.69,-121.76,1997,65047,"Livermore CA",55.3445969837195
42.31,-83.21,1961,112007,"Dearborn MI",55.3536832519396
42.04,-87.74,2006,65026,"Skokie IL",55.3624703964568
42.89,-85.7,1980,59589,"Wyoming MI",55.3793485374817
42.31,-71.44,1990,64989,"Framingham MA",55.3939897521119
38.27,-104.62,1970,97453,"Pueblo CO",55.4113264855879
34.26,-118.75,1981,79390,"Simi Valley CA",55.4225973044464
41.38,-81.73,1985,90189,"Parma OH",55.4391333754671
40.81,-81.37,1960,113631,"Canton OH",55.4426168915173
35.97,-83.95,1960,111827,"Knoxville TN",55.442782154578
42.58,-83.14,1984,66733,"Troy MI",55.4448323917702
33.84,-117.87,1964,137067,"Anaheim CA",55.4473359743775
