"lat","lon","year","pop1","citystate","murder_per100k"
45.0941315,-93.3563405,2010,75781,"Brooklyn Park MN",2.63918396431823
37.9779776,-122.0310733,1991,113667,"Concord CA",2.63928844783446
42.0450722,-87.6876969,2007,75746,"Evanston IL",2.64040345364772
39.8680412,-104.9719243,1999,75729,"Thornton CO",2.64099618376051
40.8584328,-74.1637553,1983,75692,"Clifton NJ",2.64228716376896
42.0986867,-75.9179738,1962,75669,"Binghamton NY",2.64309030118014
34.0686206,-118.0275667,2010,113475,"El Monte CA",2.64375413086583
40.9114882,-73.7823549,1969,75632,"New Rochelle NY",2.64438332980749
42.491944,-83.023889,1969,189000,"Warren MI",2.64550264550265
33.2148412,-97.1330683,2010,113383,"Denton TX",2.64589929707275
40.8584328,-74.1637553,1984,75535,"Clifton NJ",2.64777917521679
29.6516344,-82.3248262,2008,113286,"Gainesville FL",2.64816482177851
35.2225668,-97.4394777,1986,75511,"Norman OK",2.64862073075446
32.9483335,-96.7298519,2003,75474,"Richardson TX",2.64991917746509
35.8456213,-86.39027,2003,75468,"Murfreesboro TN",2.65012985636296
42.492786,-92.3425775,1982,75467,"Waterloo IA",2.65016497276955
42.1292241,-80.085059,1989,113155,"Erie PA",2.65123061287614
42.3875968,-71.0994968,2006,75413,"Somerville MA",2.6520626417196
34.0852868,-117.9608978,2010,75390,"Baldwin Park CA",2.65287173365168
40.8584328,-74.1637553,1982,75388,"Clifton NJ",2.6529421128031
39.6895036,-84.1688274,1974,75350,"Kettering OH",2.6542800265428
40.9114882,-73.7823549,1967,75334,"New Rochelle NY",2.65484376244458
33.660297,-117.9992265,1994,188265,"Huntington Beach CA",2.65583087668977
42.5847425,-87.8211854,1987,75306,"Kenosha WI",2.65583087668977
42.4733688,-83.2218731,1981,75278,"Southfield MI",2.65681872525838
39.4667034,-87.4139092,1968,75267,"Terre Haute IN",2.65720700971209
39.0911161,-94.4155068,1982,112894,"Independence MO",2.65736000141726
33.7513419,-117.9939921,1989,75261,"Westminster CA",2.6574188490719
42.495556,-82.900278,1982,75243,"Saint Clair Shores MI",2.65805456986032
37.4852152,-122.2363548,2003,75234,"Redwood City CA",2.65837254432836
47.610377,-122.2006786,1984,75232,"Bellevue WA",2.65844321565291
47.4941836,-111.2833449,1969,75194,"Great Falls MT",2.65978668510785
41.5581525,-73.0514965,1963,112769,"Waterbury CT",2.66030558043434
28.0394654,-81.9498042,1999,75175,"Lakeland FL",2.66045892916528
39.7390721,-75.5397878,1997,75128,"Wilmington DE",2.6621233095517
36.0625795,-94.1574263,2009,75120,"Fayetteville AR",2.66240681576145
40.9114882,-73.7823549,1973,75100,"New Rochelle NY",2.66311584553928
33.7513419,-117.9939921,1987,75081,"Westminster CA",2.66378977371106
42.0450722,-87.6876969,1994,75075,"Evanston IL",2.66400266400266
43.5445959,-96.7311034,1979,75063,"Sioux Falls SD",2.66442854668745
34.1705609,-118.8375937,1996,112559,"Thousand Oaks CA",2.66526888120897
33.0198431,-96.6988856,2008,262621,"Plano TX",2.665438026662
25.9017472,-97.4974838,1976,75000,"Brownsville TX",2.66666666666667
43.5445959,-96.7311034,1972,75000,"Sioux Falls SD",2.66666666666667
43.6187102,-116.2146068,1995,149856,"Boise ID",2.66922912662823
41.8455877,-87.7539448,1967,74924,"Cicero IL",2.66937162991832
35.5950581,-82.5514869,2009,74923,"Asheville NC",2.66940725811833
41.408969,-75.6624122,2003,74896,"Scranton PA",2.67036957914975
37.7652065,-122.2416355,1988,74832,"Alameda CA",2.67265341030575
33.2098407,-87.5691735,1982,74814,"Tuscaloosa AL",2.67329644184244
32.912624,-96.6388833,1982,149620,"Garland TX",2.67343937976206
40.5852602,-105.084423,1987,74805,"Fort Collins CO",2.67361807365818
41.117744,-73.4081575,1965,74800,"Norwalk CT",2.67379679144385
41.452819,-82.1823746,1982,74748,"Lorain OH",2.67565687376251
38.8813958,-94.8191285,2006,112120,"Olathe KS",2.67570460221192
33.9898188,-117.7325848,2004,74738,"Chino Hills CA",2.67601487864273
25.8575963,-80.2781057,2006,224203,"Hialeah FL",2.67614617110387
33.5805955,-112.2373779,2001,112095,"Peoria AZ",2.67630135153218
40.9114882,-73.7823549,1974,74700,"New Rochelle NY",2.67737617135207
33.8352932,-117.9145036,2003,336132,"Anaheim CA",2.67751954589269
42.0450722,-87.6876969,1978,74672,"Evanston IL",2.67838011570602
33.8352932,-117.9145036,2009,335970,"Anaheim CA",2.67881060809001
32.5007037,-94.7404891,1995,74644,"Longview TX",2.67938481324688
41.8455877,-87.7539448,1968,74542,"Cicero IL",2.68305116578573
33.9791793,-118.032844,1987,74497,"Whittier CA",2.68467186598118
41.878711,-71.3825558,2003,74479,"Pawtucket RI",2.68532069442393
32.6400541,-117.0841955,2008,223408,"Chula Vista CA",2.68566926878178
37.7652065,-122.2416355,1987,74466,"Alameda CA",2.68578948781994
33.8675143,-117.9981181,1999,74448,"Buena Park CA",2.68643885665162
41.452819,-82.1823746,1984,74448,"Lorain OH",2.68643885665162
40.8584328,-74.1637553,1980,74417,"Clifton NJ",2.68755795046831
41.452819,-82.1823746,1985,74391,"Lorain OH",2.68849726445403
35.2225668,-97.4394777,1983,74368,"Norman OK",2.68932874354561
42.491944,-83.023889,1972,185800,"Warren MI",2.69106566200215
33.7877944,-117.8531119,1968,74300,"Orange CA",2.69179004037685
35.3859242,-94.3985475,1992,74291,"Fort Smith AR",2.69211613789019
34.4208305,-119.6981901,1975,74252,"Santa Barbara CA",2.69353014060227
34.09751,-117.6483876,2006,74252,"Upland CA",2.69353014060227
35.5950581,-82.5514869,2008,74215,"Asheville NC",2.69487300410968
33.7877944,-117.8531119,1969,74200,"Orange CA",2.69541778975741
40.1164204,-88.2433829,2007,74167,"Champaign IL",2.69661709385576
40.5852602,-105.084423,1999,111241,"Fort Collins CO",2.69684738540646
39.7674578,-94.846681,1988,74159,"Saint Joseph MO",2.69690799498375
43.5445959,-96.7311034,1975,74118,"Sioux Falls SD",2.69839984888961
43.0166806,-88.0070315,1964,74118,"West Allis WI",2.69839984888961
42.2808256,-83.7430378,1965,74100,"Ann Arbor MI",2.69905533063428
33.6411316,-117.9186689,2005,111144,"Costa Mesa CA",2.6992010364932
42.3265152,-122.8755949,2009,74042,"Medford OR",2.70116960643959
39.8366528,-105.0372046,1984,37018,"Westminster CO",2.70138851369604
42.492786,-92.3425775,1966,74023,"Waterloo IA",2.70186293449333
42.3875968,-71.0994968,2008,74012,"Somerville MA",2.70226449764903
47.6587802,-117.4260466,1965,185000,"Spokane WA",2.7027027027027
41.0534302,-73.5387341,1999,110958,"Stamford CT",2.70372573406154
42.0450722,-87.6876969,1991,73952,"Evanston IL",2.70445694504544
34.1425078,-118.255075,1984,147887,"Glendale CA",2.70476782949144
37.9779776,-122.0310733,1989,110900,"Concord CA",2.70513976555455
42.0450722,-87.6876969,1981,73923,"Evanston IL",2.70551790376473
29.5074538,-95.0949303,2009,73900,"League City TX",2.7063599458728
40.4842027,-88.9936873,2009,73897,"Bloomington IL",2.70646981609538
32.912624,-96.6388833,2004,221689,"Garland TX",2.70649423291187
33.6411316,-117.9186689,2004,110827,"Costa Mesa CA",2.70692159852743
37.6390972,-120.9968782,1999,184683,"Modesto CA",2.70734176941029
38.2544472,-104.6091409,1978,110668,"Pueblo CO",2.71081071312394
39.7674578,-94.846681,1989,73739,"Saint Joseph MO",2.71226894858894
34.09751,-117.6483876,2010,73732,"Upland CA",2.71252644713286
47.610377,-122.2006786,1980,73725,"Bellevue WA",2.71278399457443
33.4151843,-111.8314724,1999,368537,"Mesa AZ",2.71343175854799
41.878711,-71.3825558,2001,73696,"Pawtucket RI",2.71385149804603
41.0534302,-73.5387341,1998,110506,"Stamford CT",2.7147847175719
42.2808256,-83.7430378,1999,110488,"Ann Arbor MI",2.71522699297661
38.9822282,-94.6707917,1968,73641,"Overland Park KS",2.71587838296601
37.7652065,-122.2416355,2001,73602,"Alameda CA",2.71731746419934
42.2808256,-83.7430378,1993,110277,"Ann Arbor MI",2.72042220952692
33.046233,-96.994174,1999,73509,"Lewisville TX",2.72075528166619
30.2240897,-92.0198427,2000,110257,"Lafayette LA",2.72091567882311
34.095287,-118.1270146,1987,73502,"Alhambra CA",2.72101439416615
33.9791793,-118.032844,1973,73500,"Whittier CA",2.72108843537415
42.6064095,-83.1497751,1991,73453,"Troy MI",2.72282956448341
33.6839473,-117.7946942,1983,73437,"Irvine CA",2.72342279777224
37.4852152,-122.2363548,2007,73435,"Redwood City CA",2.72349697010962
44.0520691,-123.0867536,1989,110119,"Eugene OR",2.72432550241103
38.0049214,-121.805789,1995,73386,"Antioch CA",2.72531545526395
30.627977,-96.3344068,2005,73373,"College Station TX",2.72579831818244
41.9778795,-91.6656232,1983,110018,"Cedar Rapids IA",2.72682651929684
37.6818745,-121.7680088,1999,73343,"Livermore CA",2.72691327052343
43.0481221,-76.1474244,1976,183334,"Syracuse NY",2.72726280995342
40.8584328,-74.1637553,1994,73296,"Clifton NJ",2.72866186422179
37.7396513,-121.4252227,2004,73292,"Tracy CA",2.72881078426022
40.5865396,-122.3916754,1995,73272,"Redding CA",2.72955562834371
47.610377,-122.2006786,1979,73267,"Bellevue WA",2.72974190290308
42.1292241,-80.085059,1992,109882,"Erie PA",2.73020148886988
42.2711311,-89.0939952,1977,146426,"Rockford IL",2.73175528936118
41.6612104,-72.7795419,2010,73206,"New Britain CT",2.73201650137967
33.8752935,-117.5664384,2005,146363,"Corona CA",2.73293113696768
41.9778795,-91.6656232,1981,109715,"Cedar Rapids IA",2.73435719819532
39.7674578,-94.846681,1994,73133,"Saint Joseph MO",2.73474354942365
37.8715926,-122.272747,1999,109685,"Berkeley CA",2.73510507361991
33.9791793,-118.032844,1983,73112,"Whittier CA",2.73552905131853
42.5847425,-87.8211854,1965,73105,"Kenosha WI",2.7357909855687
39.8027644,-105.0874842,1973,73097,"Arvada CO",2.73609040042683
33.9401088,-118.1331593,2007,109642,"Downey CA",2.73617774210613
42.492786,-92.3425775,1976,73064,"Waterloo IA",2.73732617978758
42.0883603,-87.9806265,2009,73061,"Arlington Heights IL",2.73743857872189
46.7866719,-92.1004852,1965,109590,"Duluth MN",2.73747604708459
40.7989473,-81.378447,2010,73007,"Canton OH",2.73946333913186
32.6926512,-114.6276916,1996,73004,"Yuma AZ",2.73957591364857
33.4255104,-111.9400054,1993,145996,"Tempe AZ",2.73980109044083
37.4852152,-122.2363548,1998,72981,"Redwood City CA",2.74043929241857
37.3541079,-121.9552356,2007,109420,"Santa Clara CA",2.74172911716322
36.8529263,-75.977985,1999,437660,"Virginia Beach VA",2.74185440753096
26.271192,-80.2706044,1998,109405,"Coral Springs FL",2.74210502262237
42.7070354,-71.1631137,2002,72936,"Lawrence MA",2.74213008665131
45.6387281,-122.6614861,2001,145846,"Vancouver WA",2.74261892681321
39.7674578,-94.846681,1992,72917,"Saint Joseph MO",2.74284460413895
40.9114882,-73.7823549,2002,72870,"New Rochelle NY",2.74461369562234
33.9791793,-118.032844,1970,72863,"Whittier CA",2.74487737260338
41.7798226,-71.4372796,1982,72861,"Cranston RI",2.74495271818943
42.0834335,-71.0183787,1961,72813,"Brockton MA",2.74676225399311
26.007765,-80.2962555,2009,145514,"Pembroke Pines FL",2.74887639677282
27.9094665,-82.7873244,2004,72747,"Largo FL",2.74925426478068
25.9860762,-80.3035602,2000,72739,"Miramar FL",2.74955663399277
37.6688205,-122.0807964,1961,72700,"Hayward CA",2.75103163686382
37.3382082,-121.8863286,2004,908712,"San Jose CA",2.75114667793536
42.36837,-83.3527097,1962,72695,"Livonia MI",2.75122085425408
37.9779776,-122.0310733,1983,109042,"Concord CA",2.75123346967224
41.878711,-71.3825558,1991,72682,"Pawtucket RI",2.75171294130596
35.3859242,-94.3985475,1984,72672,"Fort Smith AR",2.7520915896081
37.5933918,-122.0438298,2009,72666,"Union City CA",2.75231882861311
33.3061605,-111.8412502,1988,72619,"Chandler AZ",2.75410016662306
33.660297,-117.9992265,1990,181519,"Huntington Beach CA",2.75453258336593
33.6189101,-117.9289469,2002,72605,"Newport Beach CA",2.75463122374492
43.661471,-70.2553259,1960,72566,"Portland ME",2.75611167764518
42.3875968,-71.0994968,1987,72566,"Somerville MA",2.75611167764518
40.6936488,-89.5889864,1988,108841,"Peoria IL",2.75631425657611
42.2808256,-83.7430378,1989,108830,"Ann Arbor MI",2.75659285123587
40.9125992,-73.8370786,1973,72550,"Mount Vernon NY",2.75671950379049
32.9483335,-96.7298519,2001,72538,"Richardson TX",2.75717554936723
41.5581525,-73.0514965,2004,108758,"Waterbury CT",2.75841777156623
39.4667034,-87.4139092,1960,72500,"Terre Haute IN",2.75862068965517
31.7775757,-106.4424559,2007,616029,"El Paso TX",2.75961034301957
42.5803122,-83.0302033,1981,108678,"Sterling Heights MI",2.7604482968034
44.0234,-92.46295,1992,72441,"Rochester MN",2.76086746455736
37.9779776,-122.0310733,1987,108659,"Concord CA",2.76093098592846
39.7674578,-94.846681,1991,72426,"Saint Joseph MO",2.76143926214343
34.1705609,-118.8375937,1993,108621,"Thousand Oaks CA",2.76189687077085
32.9483335,-96.7298519,1984,72380,"Richardson TX",2.76319425255595
33.9791793,-118.032844,1967,72358,"Whittier CA",2.76403438458774
39.3995008,-84.5613355,1961,72354,"Hamilton OH",2.76418719075656
38.9517053,-92.3340724,2010,108500,"Columbia MO",2.76497695852535
32.8140177,-96.9488945,1999,180820,"Irving TX",2.76518084282712
42.2808256,-83.7430378,1986,108461,"Ann Arbor MI",2.76597117858032
40.8584328,-74.1637553,1998,72305,"Clifton NJ",2.76606043842058
34.1425078,-118.255075,1994,180753,"Glendale CA",2.76620581677759
33.9791793,-118.032844,1976,72300,"Whittier CA",2.76625172890733
40.7607793,-111.8910474,2009,180724,"Salt Lake City UT",2.76664969788185
45.5228939,-122.989827,2002,72240,"Hillsboro OR",2.76854928017719
41.7798226,-71.4372796,1964,72217,"Cranston RI",2.76943102039686
41.0814447,-81.5190053,1999,216620,"Akron OH",2.76982734742868
32.7667955,-96.5991593,1982,72201,"Mesquite TX",2.77004473622249
34.5008311,-117.1858759,2009,72200,"Apple Valley CA",2.77008310249307
41.5931049,-81.5267873,1971,72200,"Euclid OH",2.77008310249307
37.9779776,-122.0310733,1984,108262,"Concord CA",2.77105540263435
39.5349112,-119.7526886,2002,72164,"Sparks NV",2.7714649963971
39.8366528,-105.0372046,1983,36074,"Westminster CO",2.77207961412652
47.9789848,-122.2020794,1991,72136,"Everett WA",2.77254075634912
48.74908,-122.4781473,2004,72130,"Bellingham WA",2.77277138499931
42.9133602,-85.7053085,2010,72125,"Wyoming MI",2.77296360485269
33.9401088,-118.1331593,2008,108184,"Downey CA",2.77305331657177
42.2917069,-85.5872286,2008,72110,"Kalamazoo MI",2.77354042435169
32.8140177,-96.9488945,2010,216290,"Irving TX",2.77405335429285
42.491944,-83.023889,1996,144095,"Warren MI",2.77594642423401
31.7775757,-106.4424559,2008,612374,"El Paso TX",2.77608128365999
40.1933767,-85.3863599,1995,72040,"Muncie IN",2.77623542476402
40.8584328,-74.1637553,1991,72018,"Clifton NJ",2.77708350690105
41.452819,-82.1823746,1994,72007,"Lorain OH",2.77750774230283
29.6196787,-95.6349463,2004,72004,"Sugar Land TX",2.77762346536304
41.5931049,-81.5267873,1972,72000,"Euclid OH",2.77777777777778
40.5852602,-105.084423,1978,72000,"Fort Collins CO",2.77777777777778
36.8529263,-75.977985,1971,180000,"Virginia Beach VA",2.77777777777778
42.5803122,-83.0302033,1984,107999,"Sterling Heights MI",2.77780349818054
42.0333607,-88.0834059,1994,71996,"Schaumburg IL",2.7779321073393
32.6400541,-117.0841955,2002,179932,"Chula Vista CA",2.77882755707712
43.0962143,-79.0377388,1982,71965,"Niagara Falls NY",2.77912874313903
41.878711,-71.3825558,1993,71956,"Pawtucket RI",2.77947634665629
40.4233142,-104.7091322,1999,71945,"Greeley CO",2.77990131350337
41.452819,-82.1823746,1993,71936,"Lorain OH",2.78024911032028
43.5445959,-96.7311034,1965,71904,"Sioux Falls SD",2.78148642634624
37.2089572,-93.2922989,1999,143680,"Springfield MO",2.78396436525612
41.6612104,-72.7795419,2005,71836,"New Britain CT",2.78411938303914
41.9778795,-91.6656232,1987,107731,"Cedar Rapids IA",2.78471377783553
42.3736158,-71.1097335,1961,107716,"Cambridge MA",2.78510156337034
33.7475203,-116.9719684,2008,71789,"Hemet CA",2.78594213598184
45.6387281,-122.6614861,2000,143560,"Vancouver WA",2.78629144608526
32.9483335,-96.7298519,1989,71775,"Richardson TX",2.78648554510623
42.492786,-92.3425775,1961,71755,"Waterloo IA",2.78726221169256
37.5482697,-121.9885719,1984,143493,"Fremont CA",2.78759242611138
33.9791793,-118.032844,1975,71744,"Whittier CA",2.78768956289028
35.3859242,-94.3985475,1982,71733,"Fort Smith AR",2.78811704515356
41.878711,-71.3825558,1983,71721,"Pawtucket RI",2.78858353899137
31.9973456,-102.0779146,2009,107554,"Midland TX",2.78929653941276
40.9114882,-73.7823549,1985,71672,"New Rochelle NY",2.79049001004576
39.7047095,-105.0813734,2006,143331,"Lakewood CO",2.79074310512032
42.2917069,-85.5872286,2009,71664,"Kalamazoo MI",2.79080151819603
30.627977,-96.3344068,2003,71647,"College Station TX",2.79146370399319
33.0145673,-97.0969552,2009,71605,"Flower Mound TX",2.79310104043014
35.5950581,-82.5514869,2005,71571,"Asheville NC",2.79442791074597
42.491944,-83.023889,1999,143130,"Warren MI",2.79466219520715
35.3859242,-94.3985475,1980,71515,"Fort Smith AR",2.79661609452562
43.5445959,-96.7311034,1994,107258,"Sioux Falls SD",2.79699416360551
41.6005448,-93.6091064,1964,214446,"Des Moines IA",2.79790716544025
43.0166806,-88.0070315,1974,71465,"West Allis WI",2.79857272790877
27.8005828,-97.396381,2005,285818,"Corpus Christi TX",2.79898396881932
41.5581525,-73.0514965,1961,107130,"Waterbury CT",2.80033604032484
36.0395247,-114.9817213,1995,107107,"Henderson NV",2.80093738037663
29.7355047,-94.9774274,1997,71348,"Baytown TX",2.80316196669844
26.5628537,-81.9495331,2002,106963,"Cape Coral FL",2.8047081701149
38.789217,-90.322614,1979,71308,"Florissant MO",2.80473439165311
38.7521235,-121.2880059,2006,106894,"Roseville CA",2.80651860721837
41.6763545,-86.2519898,1989,106878,"South Bend IN",2.80693875259642
45.5228939,-122.989827,2001,71242,"Hillsboro OR",2.80733275315123
41.452819,-82.1823746,1995,71231,"Lorain OH",2.80776628153472
34.1975048,-119.1770516,1970,71225,"Oxnard CA",2.80800280800281
33.4255104,-111.9400054,1987,142450,"Tempe AZ",2.80800280800281
37.9779776,-122.0310733,1985,106822,"Concord CA",2.8084102525697
37.7652065,-122.2416355,2006,71212,"Alameda CA",2.80851541874965
34.5008311,-117.1858759,2007,71211,"Apple Valley CA",2.80855485809777
41.8455877,-87.7539448,1964,71207,"Cicero IL",2.80871262656761
33.1580933,-117.3505939,1998,71110,"Carlsbad CA",2.81254394599916
34.7540524,-77.4302414,1998,71085,"Jacksonville NC",2.81353309418302
32.912624,-96.6388833,1987,177642,"Garland TX",2.81464968869974
40.1933767,-85.3863599,1990,71035,"Muncie IN",2.81551347927078
33.6189101,-117.9289469,1995,71023,"Newport Beach CA",2.81598918660152
34.0686208,-117.9389526,2008,106524,"West Covina CA",2.8162667567872
42.6334247,-71.3161718,2010,106519,"Lowell MA",2.81639895229959
41.5931049,-81.5267873,1965,71000,"Euclid OH",2.8169014084507
40.9125992,-73.8370786,1969,70956,"Mount Vernon NY",2.81864817633463
44.0520691,-123.0867536,1987,106430,"Eugene OR",2.81875411068308
42.7070354,-71.1631137,1960,70933,"Lawrence MA",2.81956212200245
30.627977,-96.3344068,2002,70911,"College Station TX",2.82043688567359
37.3541079,-121.9552356,2006,106351,"Santa Clara CA",2.82084794689284
36.7282054,-76.5835621,2003,70856,"Suffolk VA",2.82262617138986
37.2089572,-93.2922989,1991,141617,"Springfield MO",2.82451965512615
41.8455877,-87.7539448,1965,70800,"Cicero IL",2.82485875706215
37.6688205,-122.0807964,2006,141556,"Hayward CA",2.82573681087344
31.4637723,-100.4370375,1979,70762,"San Angelo TX",2.82637573839066
41.117744,-73.4081575,1962,70737,"Norwalk CT",2.82737464127684
33.9791793,-118.032844,1965,70729,"Whittier CA",2.82769443933888
32.9483335,-96.7298519,1982,70716,"Richardson TX",2.82821426551276
34.0122346,-117.688944,2003,70695,"Chino CA",2.82905438857062
40.5187154,-74.4120953,1981,70688,"Edison NJ",2.82933454051607
41.4047742,-81.7229086,1973,106000,"Parma OH",2.83018867924528
41.5581525,-73.0514965,1978,105986,"Waterbury CT",2.83056252712622
47.3223221,-122.3126222,1993,70647,"Federal Way WA",2.83097654535932
42.2808256,-83.7430378,1979,105866,"Ann Arbor MI",2.83377099352011
42.9133602,-85.7053085,2008,70552,"Wyoming MI",2.83478852477605
42.240872,-83.2696509,1997,70546,"Taylor MI",2.83502962605959
40.9114882,-73.7823549,1980,70519,"New Rochelle NY",2.83611508955033
34.7303688,-86.5861037,1972,141000,"Huntsville AL",2.83687943262411
42.0324025,-87.7416246,1973,70500,"Skokie IL",2.83687943262411
26.007765,-80.2962555,2001,140988,"Pembroke Pines FL",2.83712088972111
38.2493581,-122.0399663,1987,70488,"Fairfield CA",2.83736238792419
38.8048355,-77.0469214,2008,140891,"Alexandria VA",2.83907417791058
42.7070354,-71.1631137,1968,70433,"Lawrence MA",2.83957803870345
42.9133602,-85.7053085,2004,70432,"Wyoming MI",2.83961835529305
37.7652065,-122.2416355,1964,70418,"Alameda CA",2.84018290777926
41.5581525,-73.0514965,1999,105602,"Waterbury CT",2.84085528683169
32.6400541,-117.0841955,1973,70400,"Chula Vista CA",2.84090909090909
33.4941704,-111.9260519,1993,140740,"Scottsdale AZ",2.84212022168538
42.9133602,-85.7053085,2005,70357,"Wyoming MI",2.84264536577739
40.6084305,-75.4901833,1989,105531,"Allentown PA",2.84276658043608
39.4667034,-87.4139092,1963,70341,"Terre Haute IN",2.84329196343527
42.3636331,-87.8447938,1986,70326,"Waukegan IL",2.84389841594858
32.7667955,-96.5991593,1992,105483,"Mesquite TX",2.84406018031342
40.1933767,-85.3863599,1966,70300,"Muncie IN",2.84495021337127
37.7249296,-122.1560768,1972,70300,"San Leandro CA",2.84495021337127
38.4087993,-121.3716178,2009,140576,"Elk Grove CA",2.84543592078306
33.8358492,-118.3406288,2001,140510,"Torrance CA",2.8467724717102
42.9133602,-85.7053085,2007,70243,"Wyoming MI",2.84725880158877
33.8675143,-117.9981181,1991,70216,"Buena Park CA",2.84835365158938
41.4819932,-81.7981908,1965,70209,"Lakewood OH",2.84863763904912
39.165325,-86.5263857,2002,70186,"Bloomington IN",2.8495711395435
45.5228939,-122.989827,2000,70186,"Hillsboro OR",2.8495711395435
40.5187154,-74.4120953,1980,70126,"Edison NJ",2.85200924050994
34.1063989,-117.5931084,1992,105180,"Rancho Cucamonga CA",2.85225328009127
37.3382082,-121.8863286,1999,875840,"San Jose CA",2.85440263061746
37.3382082,-121.8863286,2005,910528,"San Jose CA",2.85548604765587
33.7877944,-117.8531119,1988,105056,"Orange CA",2.85561985988425
33.930293,-118.2114603,2009,70032,"Lynwood CA",2.8558373315056
33.6189101,-117.9289469,2000,70032,"Newport Beach CA",2.8558373315056
43.2133955,-77.5797226,1976,70000,"Irondequoit NY",2.85714285714286
30.2265949,-93.2173758,1965,70000,"Lake Charles LA",2.85714285714286
37.3860517,-122.0838511,1992,69968,"Mountain View CA",2.85844957694946
26.5628537,-81.9495331,2001,104936,"Cape Coral FL",2.85888541587253
33.7458511,-117.826166,2007,69945,"Tustin CA",2.85938952033741
41.6986416,-88.0683955,2007,69940,"Bolingbrook IL",2.85959393766085
25.9017472,-97.4974838,1999,139868,"Brownsville TX",2.85983927703263
34.1808392,-118.3089661,2007,104871,"Burbank CA",2.86065737906571
33.9791793,-118.032844,1978,69890,"Whittier CA",2.86163971955931
34.095287,-118.1270146,1984,69882,"Alhambra CA",2.86196731633325
47.3223221,-122.3126222,1998,69875,"Federal Way WA",2.86225402504472
34.1808392,-118.3089661,2005,104805,"Burbank CA",2.862458852154
37.5629917,-122.3255254,1960,69870,"San Mateo CA",2.862458852154
43.0730517,-89.4012302,2001,209537,"Madison WI",2.86345609605941
42.36837,-83.3527097,1980,104728,"Livonia MI",2.86456344053166
39.0911161,-94.4155068,1968,104677,"Independence MO",2.86595909321054
21.3069444,-157.8583333,2004,906589,"Honolulu HI",2.86789272757556
42.9133602,-85.7053085,2001,69734,"Wyoming MI",2.86804141451803
38.6779591,-121.1760583,2009,69728,"Folsom CA",2.8682882055989
33.8703596,-117.9242966,1981,104587,"Fullerton CA",2.86842533010795
42.279286,-71.4161565,1974,69700,"Framingham MA",2.86944045911047
33.046233,-96.994174,2009,104539,"Lewisville TX",2.86974239279121
39.165325,-86.5263857,2001,69681,"Bloomington IN",2.87022287280607
41.6005448,-93.6091064,1961,208982,"Des Moines IA",2.87106066551186
47.6587802,-117.4260466,2010,208916,"Spokane WA",2.87196768079037
43.6187102,-116.2146068,1982,104438,"Boise ID",2.87251766598365
29.6910625,-95.2091006,1962,69598,"Pasadena TX",2.87364579441938
42.8142432,-73.9395687,1968,69584,"Schenectady NY",2.87422395953093
42.4894801,-83.1446485,1983,69574,"Royal Oak MI",2.87463707706902
35.3859242,-94.3985475,1966,69572,"Fort Smith AR",2.8747197148278
40.9114882,-73.7823549,1988,69554,"New Rochelle NY",2.87546366851655
26.1275862,-80.2331036,1992,69526,"Plantation FL",2.87662169548083
42.3875968,-71.0994968,1996,69521,"Somerville MA",2.87682858416881
30.267153,-97.7430608,2006,695202,"Austin TX",2.87686168912057
41.079273,-85.1393513,1987,173761,"Fort Wayne IN",2.87751566807281
40.5187154,-74.4120953,1974,69487,"Edison NJ",2.87823621684632
45.7832856,-108.5006904,2010,104170,"Billings MT",2.87990784294903
42.0986867,-75.9179738,1966,69435,"Binghamton NY",2.88039173327573
40.2338438,-111.6585337,1998,104096,"Provo UT",2.88195511835229
37.6688205,-122.0807964,1987,104086,"Hayward CA",2.88223200046116
32.912624,-96.6388833,1980,138749,"Garland TX",2.88290366056692
44.519159,-88.019826,1998,104017,"Green Bay WI",2.88414393801013
38.2493581,-122.0399663,2004,103947,"Fairfield CA",2.88608617853329
34.0633443,-117.6508876,2009,173212,"Ontario CA",2.88663602983627
31.7775757,-106.4424559,2002,588750,"El Paso TX",2.88747346072187
42.6064095,-83.1497751,1988,69237,"Troy MI",2.88862891228678
26.5317866,-80.0905465,2009,69211,"Boynton Beach FL",2.88971406279349
42.0883603,-87.9806265,1974,69204,"Arlington Heights IL",2.89000635801399
32.6400541,-117.0841955,1971,69200,"Chula Vista CA",2.89017341040462
42.9956397,-71.4547891,1999,103782,"Manchester NH",2.89067468347112
41.6639383,-83.555212,1988,345926,"Toledo OH",2.89079167220735
25.9860762,-80.3035602,2005,103777,"Miramar FL",2.89081395684978
41.8239891,-71.4128343,1961,207498,"Providence RI",2.89159413584709
48.74908,-122.4781473,2002,69164,"Bellingham WA",2.89167775143138
29.6516344,-82.3248262,1976,69155,"Gainesville FL",2.89205408141132
42.4894801,-83.1446485,1996,69136,"Royal Oak MI",2.89284887757464
34.5008311,-117.1858759,2010,69135,"Apple Valley CA",2.89289072105301
42.0883603,-87.9806265,1986,69085,"Arlington Heights IL",2.89498443945864
40.1933767,-85.3863599,1970,69080,"Muncie IN",2.89519397799653
32.9483335,-96.7298519,1990,69077,"Richardson TX",2.8953197156796
33.7458511,-117.826166,2005,69068,"Tustin CA",2.89569699426652
41.452819,-82.1823746,2002,69064,"Lorain OH",2.89586470520097
41.9778795,-91.6656232,1965,103545,"Cedar Rapids IA",2.89729103288425
37.7249296,-122.1560768,1964,69029,"San Leandro CA",2.89733300496893
