"lat","long","year","pop1","citystate","rape_per100k"
30.46,-84.28,1967,58334,"Tallahassee FL",6.85706449069154
25.81,-80.14,1976,87492,"Miami Beach FL",6.85776985324372
40.66,-74.11,1969,72908,"Bayonne NJ",6.85795797443353
42.42,-71.11,1984,58298,"Medford MA",6.86129884387114
40.77,-74.03,1972,58281,"Union City NJ",6.86330021790978
42.39,-71.1,1988,72822,"Somerville MA",6.86605696080855
35.82,-78.66,1963,101933,"Raleigh NC",6.86725594262898
41.54,-72.8,2000,58244,"Meriden CT",6.86766018817389
41.68,-72.94,1985,58242,"Bristol CT",6.86789602005426
27.28,-80.35,1992,58240,"Port Saint Lucie FL",6.86813186813187
40.2,-85.39,1997,72796,"Muncie IN",6.86850925875048
42.38,-71.12,2003,101896,"Cambridge MA",6.86974954855931
43.21,-77.57,1984,58224,"Irondequoit NY",6.87001923605386
34.05,-118.13,1995,58212,"Monterey Park CA",6.87143544286401
26.01,-80.34,2009,145514,"Pembroke Pines FL",6.87219099193205
40.91,-74.16,1963,145512,"Paterson NJ",6.87228544724834
32.32,-90.21,1965,160049,"Jackson MS",6.8728951758524
40.66,-74.11,1968,72710,"Bayonne NJ",6.87663320038509
41.77,-71.48,1979,72689,"Cranston RI",6.87861987370854
33.98,-118.22,2010,58114,"Huntington Park CA",6.88302302371201
40.66,-74.11,1966,72629,"Bayonne NJ",6.88430241363643
46.88,-96.82,1973,58100,"Fargo ND",6.88468158347676
34.18,-118.25,1964,130719,"Glendale CA",6.88499759025084
33.61,-117.87,2002,72605,"Newport Beach CA",6.8865780593623
26.03,-80.16,1966,87000,"Hollywood FL",6.89655172413793
47.5,-111.29,1982,57973,"Great Falls MT",6.89976368309385
37.67,-121.89,1995,57972,"Pleasanton CA",6.89988270199407
41.13,-73.26,2005,57919,"Fairfield CT",6.90619658488579
32.97,-96.71,1984,72380,"Richardson TX",6.90798563138989
34.18,-118.25,2005,202663,"Glendale CA",6.90801971746199
43.01,-88.03,1972,72348,"West Allis WI",6.91104107922818
33.89,-117.77,1994,57791,"Yorba Linda CA",6.92149296603277
42.18,-72.57,1977,57786,"Chicopee MA",6.92209185615893
35.07,-85.26,1961,130009,"Chattanooga TN",6.92259766631541
35.98,-80,1965,72218,"High Point NC",6.92348168046747
39.47,-87.38,1966,72200,"Terre Haute IN",6.92520775623269
36.21,-115.22,1967,144267,"Las Vegas NV",6.93159211739344
40.66,-74.11,1965,72120,"Bayonne NJ",6.93288962839712
35.57,-82.55,1970,57681,"Asheville NC",6.93469253306981
34.18,-118.25,2006,201867,"Glendale CA",6.93525935393105
42.43,-71.06,1960,57676,"Malden MA",6.9352937096886
33.71,-117.95,1998,57660,"Fountain Valley CA",6.93721817551162
41.02,-73.76,2007,57638,"White Plains NY",6.93986606058503
30.07,-89.93,1963,648327,"New Orleans LA",6.94094183953468
37.4,-122.08,2001,72022,"Mountain View CA",6.94232317902863
37.97,-121.31,1961,86321,"Stockton CA",6.95079992122427
42.91,-78.75,1969,86318,"Cheektowaga NY",6.95104149771774
42.09,-87.98,1979,71927,"Arlington Heights IL",6.95149248543662
41.87,-71.37,1977,71919,"Pawtucket RI",6.95226574340578
34,-117.81,2008,57492,"Diamond Bar CA",6.95748973770264
43.06,-87.97,1967,747196,"Milwaukee WI",6.95935203079246
39.88,-105.05,2000,57419,"Westminster CO",6.96633518521744
42.49,-92.35,1960,71755,"Waterloo IA",6.96815552923141
30.31,-97.75,1961,186545,"Austin TX",6.96882789675413
42.33,-71.21,1996,86078,"Newton MA",6.97042217523641
42.03,-87.9,1979,57383,"Des Plaines IL",6.97070560967534
41.71,-71.11,1964,100409,"Fall River MA",6.97148661972532
35.07,-78.9,1962,57345,"Fayetteville NC",6.97532478856047
41.62,-87.49,1963,114661,"Hammond IN",6.97708898404863
34,-117.81,2009,57330,"Diamond Bar CA",6.97714983429269
32.81,-117.14,1961,573224,"San Diego CA",6.97807488869971
41.87,-71.37,1975,71585,"Pawtucket RI",6.98470349933645
39.82,-105.11,1997,100209,"Arvada CO",6.98540051292798
41.54,-72.8,1998,57243,"Meriden CT",6.98775396118303
41.37,-72.89,2001,57239,"Hamden CT",6.98824228235993
44.27,-88.4,1990,57220,"Appleton WI",6.99056274030059
41.68,-72.79,1969,85800,"New Britain CT",6.99300699300699
44.05,-123.11,1963,57190,"Eugene OR",6.99422976044763
41.68,-72.94,1980,57177,"Bristol CT",6.99581999755146
41.38,-82.11,1982,57167,"Elyria OH",6.99704374901604
41.71,-71.11,1978,100000,"Fall River MA",7
31.87,-102.35,1977,100000,"Odessa TX",7
41.38,-81.73,1975,100000,"Parma OH",7
41.54,-72.8,1969,57100,"Meriden CT",7.00525394045534
33.33,-111.76,1997,57089,"Gilbert AZ",7.00660372400988
40.22,-74.76,1961,114167,"Trenton NJ",7.00727881086479
42.32,-71.14,2003,57082,"Brookline MA",7.00746294803966
43.09,-79.02,1970,85615,"Niagara Falls NY",7.00811773637797
33.61,-117.87,2001,71333,"Newport Beach CA",7.00937854849789
42.45,-73.26,1970,57020,"Pittsfield MA",7.01508242721852
42.45,-73.26,1967,57012,"Pittsfield MA",7.01606679295587
44.01,-92.48,1972,57004,"Rochester MN",7.01705143498702
41.13,-73.26,1972,57000,"Fairfield CT",7.01754385964912
37.4,-79.19,1968,57000,"Lynchburg VA",7.01754385964912
33.42,-111.74,1967,57000,"Mesa AZ",7.01754385964912
41.51,-81.56,1986,56937,"Cleveland Heights OH",7.02530867449989
40.92,-73.78,1983,71165,"New Rochelle NY",7.02592566570646
40.04,-76.3,1966,56900,"Lancaster PA",7.0298769771529
27.53,-99.49,1972,71000,"Laredo TX",7.04225352112676
39.74,-75.53,1967,85168,"Wilmington DE",7.04489949276724
42.33,-71.21,2010,85146,"Newton MA",7.04671975195546
30.44,-87.19,1961,56752,"Pensacola FL",7.0482097547223
41.4,-73.47,1974,56700,"Danbury CT",7.05467372134039
42.39,-71.24,1989,56665,"Waltham MA",7.05903114797494
41.77,-72.75,1998,56622,"West Hartford CT",7.06439193246441
37.98,-87.54,1960,141543,"Evansville IN",7.06499085083685
42.51,-83.15,1964,84916,"Royal Oak MI",7.06580620848839
40.67,-74.19,1964,113216,"Elizabeth NJ",7.06613906161673
34.13,-118.04,2008,56605,"Arcadia CA",7.06651355887289
33.45,-117.61,2003,56573,"San Clemente CA",7.07051066763297
42.89,-85.7,1970,56560,"Wyoming MI",7.07213578500707
44.27,-88.4,1979,56517,"Appleton WI",7.07751649946034
42.1,-75.91,1974,56500,"Binghamton NY",7.07964601769912
41.09,-73.42,1967,84700,"Norwalk CT",7.08382526564345
33.71,-117.95,2006,56446,"Fountain Valley CA",7.08641887821989
38.91,-94.68,1974,84600,"Overland Park KS",7.09219858156028
26.25,-80.21,2005,56397,"Margate FL",7.09257584623296
42.49,-82.89,1989,70462,"Saint Clair Shores MI",7.09602338849309
42.32,-71.14,1995,56367,"Brookline MA",7.09635070165168
37.77,-122.26,1964,70418,"Alameda CA",7.10045726944815
42.21,-70.95,1972,56300,"Weymouth MA",7.10479573712256
34,-117.81,2000,56287,"Diamond Bar CA",7.10643665500027
38.35,-81.63,1965,84355,"Charleston WV",7.11279710746251
26.75,-80.13,1961,56208,"West Palm Beach FL",7.11642470822659
42.32,-71.14,1964,56165,"Brookline MA",7.12187305261284
38.8,-90.32,1983,56160,"Florissant MO",7.12250712250712
41.54,-72.8,1973,56156,"Meriden CT",7.12301445971935
43.42,-83.95,1961,98265,"Saginaw MI",7.12359436218389
43.42,-83.95,1960,98265,"Saginaw MI",7.12359436218389
40.11,-88.26,1968,56134,"Champaign IL",7.12580610681583
41.68,-86.27,1969,140300,"South Bend IN",7.12758374910905
34.13,-118.04,2004,56083,"Arcadia CA",7.13228607599451
32.51,-84.87,1970,154168,"Columbus GA",7.13507342639199
40.53,-74.37,1964,56029,"Edison NJ",7.13916007781685
40.03,-105.25,1967,56000,"Boulder CO",7.14285714285714
42.51,-82.94,1965,56000,"Roseville MI",7.14285714285714
26.37,-80.11,1983,55987,"Boca Raton FL",7.14451569114259
40.92,-73.78,1964,83978,"New Rochelle NY",7.14472838124271
41.54,-72.8,1976,55978,"Meriden CT",7.14566436814463
31.85,-106.44,1963,307783,"El Paso TX",7.14789315849153
32.47,-93.8,1970,181814,"Shreveport LA",7.15016445378244
42.49,-83.03,1963,111815,"Warren MI",7.15467513303224
31.58,-84.18,1960,55890,"Albany GA",7.15691536947576
42.21,-70.95,1982,55877,"Weymouth MA",7.15858045349607
41.62,-87.49,1961,111698,"Hammond IN",7.16216942111766
38.35,-81.63,1964,83747,"Charleston WV",7.16443574098177
35.78,-78.8,2002,97697,"Cary NC",7.16501018455019
42.31,-71.44,1967,55817,"Framingham MA",7.16627550746188
26.13,-80.26,1985,55816,"Plantation FL",7.16640389852372
38.22,-85.74,1960,390639,"Louisville KY",7.16774310808701
42.43,-71.06,1972,55790,"Malden MA",7.16974368166338
26.25,-80.21,2003,55789,"Margate FL",7.16987219702809
40.53,-74.37,1976,69701,"Edison NJ",7.17349822814594
43.42,-83.95,1963,97533,"Saginaw MI",7.17705802138763
42.42,-71.11,2007,55706,"Medford MA",7.1805550569059
38.35,-81.63,1971,69600,"Charleston WV",7.18390804597701
42.67,-73.8,1965,125161,"Albany NY",7.19073832903221
41.96,-70.67,2008,55608,"Plymouth MA",7.19320961012804
40.25,-111.64,1971,55600,"Provo UT",7.19424460431655
40.53,-74.37,1974,69487,"Edison NJ",7.19559054211579
39.93,-83.8,1963,83384,"Springfield OH",7.19562505996354
26.53,-80.08,2007,69469,"Boynton Beach FL",7.1974549799191
33.53,-86.8,1962,347339,"Birmingham AL",7.19757931012642
33.71,-117.95,2009,55570,"Fountain Valley CA",7.19812848659349
33.83,-118.34,1995,138914,"Torrance CA",7.19869847531566
34,-117.81,2010,55544,"Diamond Bar CA",7.20149791156561
42.43,-71.06,2007,55538,"Malden MA",7.20227591919046
34.01,-118.49,1960,83249,"Santa Monica CA",7.20729378130668
42.48,-83.26,1970,69285,"Southfield MI",7.21656924298189
40.86,-74.13,2002,69280,"Passaic NJ",7.21709006928407
41.23,-73.06,2007,55404,"Milford CT",7.21969532885712
42.32,-71.14,2009,55400,"Brookline MA",7.22021660649819
37.52,-122.21,1965,55400,"Redwood City CA",7.22021660649819
37.9,-122.04,1982,55391,"Walnut Creek CA",7.22138975645863
42.09,-87.98,1974,69204,"Arlington Heights IL",7.22501589503497
41.48,-81.8,2003,55356,"Lakewood OH",7.22595563263241
42.1,-75.91,1965,69187,"Binghamton NY",7.22679116018905
42.49,-82.89,1992,69144,"Saint Clair Shores MI",7.23128543329862
42.21,-70.95,1976,55315,"Weymouth MA",7.23131157913767
41.08,-81.52,1960,290351,"Akron OH",7.23262533967508
41.09,-73.42,2000,82951,"Norwalk CT",7.23318585671059
40.95,-73.87,1972,207370,"Yonkers NY",7.23344746105994
38.92,-94.38,2008,82890,"Lee's Summit MO",7.23850886717336
42.7,-71.16,1969,69070,"Lawrence MA",7.23903286520921
44.01,-92.48,1982,55246,"Rochester MN",7.24034319226731
41.4,-73.47,1973,55243,"Danbury CT",7.24073638289014
31.87,-102.35,1962,82852,"Odessa TX",7.24182880316709
42.48,-83.49,2010,55224,"Novi MI",7.24322758221063
43.21,-77.57,1975,69000,"Irondequoit NY",7.2463768115942
34.07,-118.08,2007,55187,"Rosemead CA",7.24808378784859
34,-117.81,1998,55179,"Diamond Bar CA",7.249134634553
33.61,-117.65,2002,96522,"Mission Viejo CA",7.25223265162346
41.82,-71.42,1970,179213,"Providence RI",7.25393805136904
29.62,-95.62,2009,82696,"Sugar Land TX",7.25548998742382
44.05,-123.11,1964,68911,"Eugene OR",7.25573565903847
39.04,-84.51,1969,55100,"Covington KY",7.25952813067151
42.33,-71.21,1989,82558,"Newton MA",7.26761791710071
41.17,-81.52,1969,55000,"Cuyahoga Falls OH",7.27272727272727
34.18,-118.25,1968,137481,"Glendale CA",7.27373237029117
42.21,-70.95,1977,54992,"Weymouth MA",7.2737852778586
42.33,-71.21,1987,82465,"Newton MA",7.2758139816892
41.1,-80.65,1967,164821,"Youngstown OH",7.28062564843072
40.48,-79.83,1987,54935,"Penn Hills PA",7.28133248384454
37.76,-87.12,1975,54905,"Owensboro KY",7.28531099171296
41.76,-72.62,1973,54881,"East Hartford CT",7.28849692972067
42.33,-71.21,1991,82305,"Newton MA",7.28995808274103
37.53,-122,1965,82200,"Fremont CA",7.2992700729927
40.77,-74.03,2002,68491,"Union City NJ",7.30022922719773
37.4,-79.19,1960,54790,"Lynchburg VA",7.30060229968972
37.67,-121.89,1993,54771,"Pleasanton CA",7.30313487064322
43.06,-88.03,1978,54723,"Wauwatosa WI",7.30954077810062
33.81,-117.82,1966,68400,"Orange CA",7.30994152046784
33.87,-118.07,1999,54672,"Cerritos CA",7.31635937957272
37.77,-122.26,1969,82000,"Alameda CA",7.31707317073171
37.77,-122.26,1968,82000,"Alameda CA",7.31707317073171
42.31,-71.44,2010,68318,"Framingham MA",7.31871541906964
44.27,-88.4,1973,54651,"Appleton WI",7.31917073795539
42.21,-70.95,1986,54595,"Weymouth MA",7.32667826724059
32.77,-117.02,1995,54589,"La Mesa CA",7.32748355895876
29.9,-93.93,1964,68200,"Port Arthur TX",7.33137829912023
42.32,-71.14,2008,54527,"Brookline MA",7.33581528417114
33.88,-117.93,1966,81700,"Fullerton CA",7.34394124847001
37.3,-121.85,1961,204196,"San Jose CA",7.34588336696116
33.86,-118,1963,54437,"Buena Park CA",7.34794349431453
25.93,-97.48,1974,54413,"Brownsville TX",7.35118445959605
35.37,-94.38,1965,67996,"Fort Smith AR",7.35337372786635
42.21,-72.64,1969,54366,"Holyoke MA",7.3575396387448
41.44,-82.18,2006,67903,"Lorain OH",7.3634449140686
42.32,-71.14,1967,54300,"Brookline MA",7.36648250460405
40.2,-85.39,1962,67857,"Muncie IN",7.36843656512961
37.69,-122.47,1994,94977,"Daly City CA",7.37020541815387
34.22,-119.03,1992,54247,"Camarillo CA",7.37367965048758
33.97,-118.02,1964,67786,"Whittier CA",7.37615436815862
42.58,-83.14,1997,81340,"Troy MI",7.3764445537251
30.21,-93.2,1972,81293,"Lake Charles LA",7.3807092861624
39.12,-94.73,1961,121901,"Kansas City KS",7.38304033601037
25.93,-97.48,1973,54170,"Brownsville TX",7.38416097470925
40.48,-86.13,1969,54170,"Kokomo IN",7.38416097470925
43.06,-88.03,1966,67700,"Wauwatosa WI",7.38552437223043
41.13,-73.26,1997,54144,"Fairfield CT",7.38770685579196
41.48,-81.8,1964,67632,"Lakewood OH",7.39295008280104
42.03,-87.9,1983,54095,"Des Plaines IL",7.39439874295221
37.4,-79.19,1970,54083,"Lynchburg VA",7.39603942089011
40.28,-76.88,1971,67600,"Harrisburg PA",7.39644970414201
41.68,-72.94,1975,54072,"Bristol CT",7.39754401538689
31.87,-102.35,2007,94573,"Odessa TX",7.40168970002009
32.63,-117.04,1965,54028,"Chula Vista CA",7.40356852002665
41.13,-73.26,1986,54020,"Fairfield CT",7.40466493891151
26.2,-97.69,1994,54003,"Harlingen TX",7.40699590763476
42.42,-71.16,1969,54000,"Arlington MA",7.40740740740741
37.56,-122.31,1965,81000,"San Mateo CA",7.40740740740741
41.1,-73.55,1976,108000,"Stamford CT",7.40740740740741
42.47,-70.96,1992,80995,"Lynn MA",7.40786468300512
42.21,-70.95,2000,53988,"Weymouth MA",7.40905386382159
40.86,-74.13,1960,53963,"Passaic NJ",7.41248633322832
42.33,-71.21,1998,80924,"Newton MA",7.41436409470614
41.97,-91.67,1987,107731,"Cedar Rapids IA",7.42590340756143
42.43,-71.06,1981,53820,"Malden MA",7.43218134522482
42.33,-71.21,1999,80711,"Newton MA",7.43393093878158
42.09,-87.98,1981,67251,"Arlington Heights IL",7.43483368277052
41.76,-72.62,1974,53800,"East Hartford CT",7.43494423791822
36.13,-95.92,1962,282359,"Tulsa OK",7.43734040707043
34.18,-118.25,1965,134404,"Glendale CA",7.44025475432279
37.31,-122.05,2009,53760,"Cupertino CA",7.44047619047619
42.7,-71.16,1973,67100,"Lawrence MA",7.45156482861401
42.75,-71.49,1975,67100,"Nashua NH",7.45156482861401
42.43,-71.06,1985,53660,"Malden MA",7.45434215430488
33.94,-118.13,1965,93900,"Downey CA",7.45473908413206
41.84,-87.76,1970,67058,"Cicero IL",7.4562319186376
35.11,-90.01,1962,509521,"Memphis TN",7.45798504870261
29.67,-82.34,1969,67000,"Gainesville FL",7.46268656716418
41.24,-80.82,1968,67000,"Warren OH",7.46268656716418
40.86,-74.16,2004,80382,"Clifton NJ",7.4643576920206
42.1,-75.91,1969,66965,"Binghamton NY",7.46658702307175
31.87,-102.35,1960,80338,"Odessa TX",7.4684458164256
40.91,-73.83,1999,66902,"Mount Vernon NY",7.47361812800813
41.77,-88.29,1965,66900,"Aurora IL",7.47384155455904
34.04,-84.36,2003,80180,"Roswell GA",7.4831628835121
40.53,-74.37,1968,66805,"Edison NJ",7.48446972531996
32.77,-96.6,2006,133570,"Mesquite TX",7.48671108781912
41.13,-73.26,1994,53418,"Fairfield CT",7.48811262121382
32.2,-110.89,1963,253726,"Tucson AZ",7.48839299086416
42.58,-83.14,1984,66733,"Troy MI",7.49254491780678
32.59,-85.48,2010,53380,"Auburn AL",7.49344323716748
40.34,-75.93,1976,80056,"Reading PA",7.4947536724293
42.4,-83.37,1961,66702,"Livonia MI",7.49602710563401
42.73,-73.68,1964,66666,"Troy NY",7.50007500075001
41.48,-81.8,2006,53309,"Lakewood OH",7.50342343694311
32.79,-96.77,1960,679684,"Dallas TX",7.50348691450733
41.76,-72.62,1975,53283,"East Hartford CT",7.50708481129065
34.43,-119.72,1963,66579,"Santa Barbara CA",7.50987548626444
42.47,-70.96,1984,79872,"Lynn MA",7.51201923076923
26.14,-80.14,1962,93175,"Fort Lauderdale FL",7.51274483498793
45.55,-94.17,1993,39927,"Saint Cloud MN",7.51371252535878
33.61,-117.65,2000,93102,"Mission Viejo CA",7.51863547507035
41.27,-72.97,2005,53188,"West Haven CT",7.52049334436339
42.98,-71.44,1969,93000,"Manchester NH",7.52688172043011
42.09,-87.98,1968,53100,"Arlington Heights IL",7.53295668549906
41.58,-93.62,1965,212350,"Des Moines IA",7.53473039792795
42.91,-78.75,1982,92886,"Cheektowaga NY",7.53611954438774
37.3,-121.85,1964,305078,"San Jose CA",7.53905558578462
25.78,-80.21,1961,291688,"Miami FL",7.5423054770851
33.87,-118.07,2006,53034,"Cerritos CA",7.54233133461553
39.7,-105.11,1970,92787,"Lakewood CO",7.54416028107386
41.38,-81.73,1982,92786,"Parma OH",7.54424158817063
44.82,-91.49,1987,53014,"Eau Claire WI",7.54517674576527
47.25,-122.46,1964,145762,"Tacoma WA",7.54654848314376
42.84,-78.75,1974,53000,"West Seneca NY",7.54716981132075
32.77,-96.6,2008,132480,"Mesquite TX",7.54830917874396
35.78,-78.8,1998,79477,"Cary NC",7.54935390112863
42.38,-71.12,1965,92677,"Cambridge MA",7.55311458074819
34.84,-82.37,1960,66188,"Greenville SC",7.55423943917326
38.22,-85.74,1962,396933,"Louisville KY",7.55795058611907
37.39,-122.03,1961,52898,"Sunnyvale CA",7.56172256039926
42.91,-78.75,1981,92544,"Cheektowaga NY",7.56396957123098
35.82,-78.66,1966,105722,"Raleigh NC",7.56701537995876
42.07,-87.94,1984,52851,"Mount Prospect IL",7.56844714385726
42.4,-83.37,1969,105700,"Livonia MI",7.5685903500473
40.79,-77.86,2005,52843,"State College PA",7.56959294513938
46.81,-100.77,1995,52839,"Bismarck ND",7.57016597588902
36.74,-76.04,1964,118818,"Virginia Beach VA",7.57460990758976
32.99,-96.9,2004,65968,"Carrollton TX",7.57943245209799
39.71,-104.73,1966,39530,"Aurora CO",7.58917278016696
42.21,-72.64,1961,52689,"Holyoke MA",7.59171743627702
34.18,-118.25,2009,197384,"Glendale CA",7.59940015401451
42.64,-71.32,1960,92107,"Lowell MA",7.59985668841673
38.96,-76.74,2009,52577,"Bowie MD",7.6078893812884
32.77,-96.6,2004,131431,"Mesquite TX",7.60855505930869
31.57,-97.18,1964,105111,"Waco TX",7.61100170296163
44.02,-88.55,1989,52516,"Oshkosh WI",7.61672633102293
32.45,-99.74,1967,104970,"Abilene TX",7.62122511193674
33.87,-118.07,2007,52462,"Cerritos CA",7.62456635278869
43.17,-77.62,1964,314758,"Rochester NY",7.62490548294245
40.86,-74.16,2000,78672,"Clifton NJ",7.62660158633313
32.77,-96.6,1969,52412,"Mesquite TX",7.63184003663283
41.8,-71.36,1986,52391,"East Providence RI",7.63489912389533
40.95,-73.87,2001,196447,"Yonkers NY",7.6356472738194
40.78,-111.93,1963,196313,"Salt Lake City UT",7.64085924009108
40.79,-77.86,1998,52306,"State College PA",7.64730623637824
44.82,-91.49,1986,52297,"Eau Claire WI",7.64862229190967
40.48,-79.83,1996,52291,"Penn Hills PA",7.64949991394313
32.47,-93.8,1964,169937,"Shreveport LA",7.64989378416707
35.97,-83.95,1968,183000,"Knoxville TN",7.65027322404372
39.17,-86.52,1986,52277,"Bloomington IN",7.65154848212407
33.73,-117.81,1999,65313,"Tustin CA",7.65544378607628
40.74,-89.61,1986,117530,"Peoria IL",7.65761933123458
36.74,-76.04,1963,104455,"Virginia Beach VA",7.65880044038102
35.98,-78.91,1961,78302,"Durham NC",7.66263952389466
40.86,-74.16,1978,78264,"Clifton NJ",7.66636001226618
42.21,-72.64,1966,52154,"Holyoke MA",7.66959389500326
40.76,-82.53,1968,52145,"Mansfield OH",7.67091763352191
42.89,-85.7,1964,52139,"Wyoming MI",7.67180037975412
41.27,-72.97,1968,52100,"West Haven CT",7.67754318618042
42.39,-71.1,1963,91128,"Somerville MA",7.68150294091827
44.08,-103.23,1966,52041,"Rapid City SD",7.68624738187198
42.33,-71.21,1970,91066,"Newton MA",7.6867326993609
41.1,-73.55,2000,117083,"Stamford CT",7.68685462449715
42.7,-71.16,1974,65000,"Lawrence MA",7.69230769230769
41.23,-73.06,1971,52000,"Milford CT",7.69230769230769
43.1,-75.23,1969,104000,"Utica NY",7.69230769230769
38.8,-90.32,2005,51993,"Florissant MO",7.69334333467967
41.38,-81.73,2008,77980,"Parma OH",7.69428058476532
40.34,-75.93,1967,90962,"Reading PA",7.69552120665772
29.62,-95.62,2006,77901,"Sugar Land TX",7.70208341356337
32.52,-94.76,1976,51930,"Longview TX",7.70267668014635
40.76,-82.53,1966,51904,"Mansfield OH",7.70653514180025
41.4,-73.47,1971,51900,"Danbury CT",7.70712909441233
40.48,-86.13,1968,51900,"Kokomo IN",7.70712909441233
26.53,-80.08,2003,64849,"Boynton Beach FL",7.71021912442752
40.66,-74.11,1986,64848,"Bayonne NJ",7.71033802121885
42.57,-83.38,2006,64834,"West Bloomfield Township MI",7.71200296140914
43.83,-91.23,1972,51835,"La Crosse WI",7.71679367222919
29.62,-95.62,2001,64765,"Sugar Land TX",7.72021925422682
38.45,-122.7,1971,51713,"Santa Rosa CA",7.73499893643765
40.77,-74.03,1969,51700,"Union City NJ",7.73694390715667
33.69,-111.87,1968,64591,"Scottsdale AZ",7.74101655029338
41.37,-72.89,1981,51621,"Hamden CT",7.74878440944577
41.8,-71.36,1982,51615,"East Providence RI",7.74968516904001
33.63,-117.7,2001,77410,"Lake Forest CA",7.75093657150239
27.71,-97.29,1961,167690,"Corpus Christi TX",7.75240026238893
26.01,-80.34,2010,154750,"Pembroke Pines FL",7.75444264943457
40.74,-89.61,1961,103162,"Peoria IL",7.75479343168996
32.79,-96.77,1963,747561,"Dallas TX",7.7585641840599
41.66,-70.94,1964,103097,"New Bedford MA",7.75968262898048
41.66,-70.94,1968,103097,"New Bedford MA",7.75968262898048
42.53,-70.97,2006,51547,"Peabody MA",7.75990843308049
21.32,-157.8,1968,373599,"Honolulu HI",7.76233341095667
42.27,-71.81,1965,180341,"Worcester MA",7.76307107091565
36.21,-115.22,1961,64405,"Las Vegas NV",7.76337240897446
32.45,-99.74,1960,90147,"Abilene TX",7.7650947896214
40.53,-74.37,1986,77264,"Edison NJ",7.76558293642576
33.21,-97.13,1978,51500,"Denton TX",7.76699029126214
41.2,-73.13,1979,51489,"Stratford CT",7.76864961448076
39.78,-86.15,1961,476258,"Indianapolis IN",7.7688983702111
40.48,-79.83,1990,51479,"Penn Hills PA",7.77015870549156
34.13,-118.04,1998,51454,"Arcadia CA",7.77393399930035
41.8,-71.36,1983,51453,"East Providence RI",7.77408508736128
40.53,-74.37,1966,51400,"Edison NJ",7.78210116731517
33.63,-117.7,2006,77100,"Lake Forest CA",7.78210116731517
34.13,-118.04,1996,51373,"Arcadia CA",7.78619118992467
37.9,-122.04,2010,64173,"Walnut Creek CA",7.79143876708273
42.8,-73.93,1997,64160,"Schenectady NY",7.7930174563591
26.64,-82,1991,76956,"Cape Coral FL",7.79666302822392
33.87,-118.07,2009,51299,"Cerritos CA",7.79742295171446
44.93,-93.46,1995,51256,"Minnetonka MN",7.80396441392227
41.2,-73.13,1983,51231,"Stratford CT",7.80777263766079
44.52,-87.99,1982,89508,"Green Bay WI",7.82053000849086
40.81,-81.37,1963,115053,"Canton OH",7.82248181272979
41.24,-80.82,1965,63904,"Warren OH",7.8242363545318
35.78,-78.8,1997,63825,"Cary NC",7.83392087739914
40.77,-74.21,1963,76539,"East Orange NJ",7.83914083016501
38.8,-90.32,2007,51025,"Florissant MO",7.83929446349829
40.76,-82.53,1965,51000,"Mansfield OH",7.84313725490196
37.28,-79.96,1969,102000,"Roanoke VA",7.84313725490196
42.84,-78.75,1972,51000,"West Seneca NY",7.84313725490196
42.5,-96.39,1966,89159,"Sioux City IA",7.85114234121065
37.01,-121.58,2009,50946,"Gilroy CA",7.85145055549013
37.9,-122.04,1997,63681,"Walnut Creek CA",7.85163549567375
34.21,-92.02,1963,50944,"Pine Bluff AR",7.85175879396985
41.4,-75.67,2000,76415,"Scranton PA",7.85186154550808
43.17,-77.62,1962,318353,"Rochester NY",7.85291798726571
41.2,-73.13,1986,50912,"Stratford CT",7.85669390320553
33.63,-117.7,2007,76359,"Lake Forest CA",7.85761992692413
26.1,-80.4,2004,63626,"Weston FL",7.8584226574042
42.5,-96.39,1964,89064,"Sioux City IA",7.85951675199856
41.66,-83.58,1960,318003,"Toledo OH",7.86156105445546
43.06,-88.03,1984,50858,"Wauwatosa WI",7.86503598253962
33.87,-117.57,2009,152438,"Corona CA",7.87205290019549
42.75,-71.49,1977,63502,"Nashua NH",7.87376775534629
42.26,-71.01,1972,88900,"Quincy MA",7.8740157480315
30.22,-92.03,1964,50798,"Lafayette LA",7.87432576085673
45.79,-108.54,1997,88886,"Billings MT",7.87525594581824
41.08,-81.52,1962,291927,"Akron OH",7.87868199926694
41.23,-111.97,1965,76117,"Ogden UT",7.88260178409554
42.39,-71.1,1970,88779,"Somerville MA",7.88474751912051
41.2,-73.13,1987,50722,"Stratford CT",7.88612436418122
40.66,-74.11,1964,75983,"Bayonne NJ",7.89650316518169
35.25,-81.17,1968,50650,"Gastonia NC",7.89733464955578
34.05,-117.91,1960,50645,"West Covina CA",7.89811432520486
47.92,-97.07,1996,50638,"Grand Forks ND",7.89920612978396
38.27,-104.62,1966,101200,"Pueblo CO",7.90513833992095
41.02,-73.76,1969,50585,"White Plains NY",7.9074824552733
42.64,-71.32,1967,88483,"Lowell MA",7.91112417074466
41.97,-91.67,1972,113714,"Cedar Rapids IA",7.91459275023304
35.46,-97.37,1972,50524,"Midwest City OK",7.91702953052015
40.78,-111.93,1961,189454,"Salt Lake City UT",7.91748920582305
25.81,-80.14,1961,63145,"Miami Beach FL",7.91828331617705
30.31,-97.75,1963,202038,"Austin TX",7.91930230946654
47.96,-122.2,1965,50500,"Everett WA",7.92079207920792
41.8,-71.36,1992,50456,"East Providence RI",7.92769938163945
